,n_step,n_env,n_pop,total_time,total_steps,step_per_sec,method
47,16,6250,1,3.4635825157165527,100000,28871.839936318596,mml
48,16,6250,1,29.564321994781494,100000,3382.4553804295383,fmm
49,16,6250,1,3.3250982761383057,100000,30074.299071887206,mml
50,16,6250,1,29.066040515899658,100000,3440.441086060489,fmm
51,16,6250,1,3.4639055728912354,100000,28869.147237328558,mml
52,16,6250,1,29.580795764923096,100000,3380.5716653025265,fmm
53,16,6250,1,3.479858160018921,100000,28736.803456223708,mml
54,16,6250,1,29.643590450286865,100000,3373.41052419756,fmm
55,16,6250,1,3.4986753463745117,100000,28582.246164573287,mml
56,16,6250,1,29.66174626350403,100000,3371.345675727816,fmm
57,16,6250,1,3.3455140590667725,100000,29890.77260906651,mml
58,16,6250,1,29.70211124420166,100000,3366.7640383483395,fmm
59,16,6250,1,3.531251907348633,100000,28318.568774971063,mml
60,200,50,10,30.215911388397217,100000,3309.5146035674297,fmm
61,200,50,10,0.5067284107208252,100000,197344.3720231696,mml
62,200,50,10,30.76489520072937,100000,3250.45800895916,fmm
63,200,50,10,0.4500253200531006,100000,222209.7191958011,mml
64,200,50,10,31.09165620803833,100000,3216.2969811221037,fmm
65,200,50,10,0.4734189510345459,100000,211229.39793912662,mml
66,200,50,10,30.715705633163452,100000,3255.66344443772,fmm
67,200,50,10,0.6215581893920898,100000,160885.98253013805,mml
68,200,50,10,30.14222502708435,100000,3317.605117410703,fmm
69,200,50,10,0.45830512046813965,100000,218195.249265062,mml
70,200,50,10,30.292974710464478,100000,3301.0954175278057,fmm
71,200,50,10,0.5469498634338379,100000,182832.11439561236,mml
72,200,50,10,31.352774381637573,100000,3189.5104013049367,fmm
73,200,50,10,0.49129223823547363,100000,203544.83994935526,mml
74,200,50,10,31.3554425239563,100000,3189.2389949080653,fmm
75,200,50,10,0.46379804611206055,100000,215611.08512267968,mml
76,200,50,10,31.14802122116089,100000,3210.476816166526,fmm
77,200,50,10,0.6029717922210693,100000,165845.2373562057,mml
78,200,50,10,34.09196662902832,100000,2933.2423408760733,fmm
79,200,50,10,0.5063745975494385,100000,197482.2601369469,mml
80,1000,10,10,36.19824934005737,100000,2762.564538980036,fmm
81,1000,10,10,0.9692902565002441,100000,103168.27114415012,mml
82,1000,10,10,35.724629163742065,100000,2799.1893083523682,fmm
83,1000,10,10,0.9339234828948975,100000,107075.15319138182,mml
84,1000,10,10,36.025060176849365,100000,2775.8454672689927,fmm
85,1000,10,10,0.8729565143585205,100000,114553.24332333273,mml
86,1000,10,10,38.914453983306885,100000,2569.7392553136415,fmm
87,1000,10,10,1.0466337203979492,100000,95544.4087564637,mml
88,1000,10,10,38.081820011138916,100000,2625.924915635598,fmm
89,1000,10,10,0.7582712173461914,100000,131878.93422881255,mml
90,1000,10,10,33.7638897895813,100000,2961.744059206636,fmm
91,1000,10,10,0.7484266757965088,100000,133613.62339680849,mml
92,1000,10,10,35.32866048812866,100000,2830.563022155979,fmm
93,1000,10,10,0.9322919845581055,100000,107262.53325818169,mml
94,1000,10,10,38.80114793777466,100000,2577.24333724275,fmm
95,1000,10,10,0.9912331104278564,100000,100884.44276930574,mml
96,1000,10,10,38.22109818458557,100000,2616.3560114640986,fmm
97,1000,10,10,0.9033963680267334,100000,110693.38281537213,mml
98,1000,10,10,36.509878635406494,100000,2738.9847279038104,fmm
99,1000,10,10,0.8568205833435059,100000,116710.54821042884,mml
100,200,5,100,30.060492277145386,100000,3326.625494953346,fmm
101,200,5,100,0.5748419761657715,100000,173960.8521058355,mml
102,200,5,100,31.619892597198486,100000,3162.566086921496,fmm
103,200,5,100,0.4676334857940674,100000,213842.68457635044,mml
104,200,5,100,31.510960340499878,100000,3173.498964151647,fmm
105,200,5,100,0.4722263813018799,100000,211762.84078900932,mml
106,200,5,100,30.763457536697388,100000,3250.609912124185,fmm
107,200,5,100,0.495349645614624,100000,201877.6048096717,mml
108,200,5,100,33.20905900001526,100000,3011.2265451410126,fmm
109,200,5,100,0.49316930770874023,100000,202770.12059935162,mml
110,200,5,100,32.81868314743042,100000,3047.044866205414,fmm
111,200,5,100,0.4682443141937256,100000,213563.7251083144,mml
112,200,5,100,33.28655171394348,100000,3004.216263053489,fmm
113,200,5,100,0.564946174621582,100000,177008.01331557473,mml
114,200,5,100,34.238972425460815,100000,2920.6483990634574,fmm
115,200,5,100,0.4838831424713135,100000,206661.46683530806,mml
116,200,5,100,33.238901138305664,100000,3008.5230430423744,fmm
117,200,5,100,0.47996091842651367,100000,208350.297203023,mml
118,200,5,100,31.42953872680664,100000,3181.7202558785493,fmm
119,200,5,100,0.6007394790649414,100000,166461.50866537233,mml
120,1000,1,100,35.65303015708923,100000,2804.8106867605484,fmm
121,1000,1,100,0.8864848613739014,100000,112805.08484376929,mml
122,1000,1,100,37.400988817214966,100000,2673.7261008984847,fmm
123,1000,1,100,0.9089782238006592,100000,110013.63661043019,mml
124,1000,1,100,38.07876896858215,100000,2626.1353165725372,fmm
125,1000,1,100,0.6832928657531738,100000,146350.13039360935,mml
126,1000,1,100,35.726043462753296,100000,2799.078495894919,fmm
127,1000,1,100,0.742497444152832,100000,134680.59828016927,mml
128,1000,1,100,38.460330963134766,100000,2600.081629454843,fmm
129,1000,1,100,0.8164269924163818,100000,122484.92630557161,mml
130,1000,1,100,36.74698257446289,100000,2721.311873631073,fmm
131,1000,1,100,0.7124302387237549,100000,140364.62037200955,mml
132,1000,1,100,37.21584939956665,100000,2687.0272105401527,fmm
133,1000,1,100,0.8411552906036377,100000,118884.11226449882,mml
134,1000,1,100,37.327049255371094,100000,2679.02237103863,fmm
135,1000,1,100,0.8693933486938477,100000,115022.73412861649,mml
136,1000,1,100,36.91516065597534,100000,2708.914121542996,fmm
137,1000,1,100,0.8803951740264893,100000,113585.35683771389,mml
138,1000,1,100,38.11544060707092,100000,2623.608658519578,fmm
139,1000,1,100,0.8538196086883545,100000,117120.75827541712,mml
