,n_step,n_env,n_pop,total_time,total_steps,step_per_sec,method
0,1000,100,1,36.84829258918762,100000,2713.829949052862,fmm
1,1000,100,1,0.9771182537078857,100000,102341.75814496193,mml
2,1000,100,1,36.401673316955566,100000,2747.126461173446,fmm
3,1000,100,1,0.9214670658111572,100000,108522.59805071939,mml
4,1000,100,1,36.687175273895264,100000,2725.748146414394,fmm
5,1000,100,1,0.8282270431518555,100000,120739.839186421,mml
6,1000,100,1,36.499080657958984,100000,2739.7950358564444,fmm
7,1000,100,1,0.8352982997894287,100000,119717.7104577001,mml
8,1000,100,1,39.17669153213501,100000,2552.5381569797482,fmm
9,1000,100,1,0.9051895141601562,100000,110474.10341775886,mml
10,1000,100,1,37.18254208564758,100000,2689.434191176506,fmm
11,1000,100,1,0.8703322410583496,100000,114898.65051810221,mml
12,1000,100,1,36.67897701263428,100000,2726.357389017541,fmm
13,1000,100,1,0.8145723342895508,100000,122763.80597582835,mml
14,1000,100,1,41.35208511352539,100000,2418.257742637798,fmm
15,1000,100,1,0.8861048221588135,100000,112853.46552608801,mml
16,1000,100,1,40.9838969707489,100000,2439.9827100720113,fmm
17,1000,100,1,0.8870837688446045,100000,112728.9253981577,mml
18,1000,100,1,38.570300817489624,100000,2592.6683971999305,fmm
19,1000,100,1,0.9149141311645508,100000,109299.87481198345,mml
20,200,500,1,30.516786575317383,100000,3276.884994204537,fmm
21,200,500,1,0.5906252861022949,100000,169312.087296378,mml
22,200,500,1,30.839864492416382,100000,3242.5564004858165,fmm
23,200,500,1,0.5982515811920166,100000,167153.75795706204,mml
24,200,500,1,31.315685272216797,100000,3193.287936404182,fmm
25,200,500,1,0.44603657722473145,100000,224196.8598678756,mml
26,200,500,1,30.94312310218811,100000,3231.7358422339926,fmm
27,200,500,1,0.5353002548217773,100000,186811.04501490283,mml
28,200,500,1,33.736531257629395,100000,2964.14587606381,fmm
29,200,500,1,0.5021309852600098,100000,199151.22335702652,mml
30,200,500,1,34.65589451789856,100000,2885.512014366084,fmm
31,200,500,1,0.4819045066833496,100000,207509.9913222188,mml
32,200,500,1,33.150578022003174,100000,3016.5386538245752,fmm
33,200,500,1,0.5131473541259766,100000,194875.79775272546,mml
34,200,500,1,33.007482290267944,100000,3029.6161070571684,fmm
35,200,500,1,0.46501636505126953,100000,215046.1951784744,mml
36,200,500,1,32.97698998451233,100000,3032.4174537143954,fmm
37,200,500,1,0.46221327781677246,100000,216350.34041501797,mml
38,200,500,1,31.530797004699707,100000,3171.5024515585465,fmm
39,200,500,1,0.5334000587463379,100000,187476.5447814765,mml
40,16,6250,1,28.47653102874756,100000,3511.6636889180163,fmm
41,16,6250,1,3.4623055458068848,100000,28882.488468156025,mml
42,16,6250,1,29.88104009628296,100000,3346.603721884482,fmm
43,16,6250,1,3.5052382946014404,100000,28528.730886574547,mml
44,16,6250,1,30.550405502319336,100000,3273.2789747228776,fmm
45,16,6250,1,3.5300045013427734,100000,28328.575774325822,mml
46,16,6250,1,29.921355962753296,100000,3342.094526881803,fmm
